question,heading,department
" 1052. Deputy Eoghan Kenny asked the Minister for Education and Youth following the announcement of a new special educational assessment, who will be carrying out these educational assessments; if they are to be assessment teams, who will be in these assessment teams; and if she will make a statement on the matter. [74302/25] ",Special Educational Needs,Education
 1053. Deputy Eoghan Kenny asked the Minister for Education and Youth if she is confident that work to establish a new special educational assessment and assessment teams will be completed by October 2026; and if she will make a statement on the matter. [74303/25] ,Special Educational Needs,Education
 1054. Deputy Eoghan Kenny asked the Minister for Education and Youth the engagement she has had with trade unions representing teachers since the announcement of a new special educational assessment; and if she will make a statement on the matter. [74304/25] ,Special Educational Needs,Education
 1055. Deputy Eoghan Kenny asked the Minister for Education and Youth the engagement she has had with the National Council for Special Education since the announcement of a new special educational assessment; and if she will make a statement on the matter. [74305/25] ,Special Educational Needs,Education
 1056. Deputy Eoghan Kenny asked the Minister for Education and Youth the engagement she has had with special educational needs organisers since the announcement of a new special educational assessment; and if she will make a statement on the matter. [74306/25] ,Special Educational Needs,Education
 1057. Deputy Thomas Gould asked the Minister for Education and Youth the reason a school (details supplied) has not progressed past design stage. [74310/25] ,Schools Building Projects,Education
 1058. Deputy Naoise Ó Muirí asked the Minister for Education and Youth the proposed approach to eliminating pressure on assessment of need waiting lists; who will conduct educational assessments of children; the future status of special education designations; and if she will make a statement on the matter. [74318/25] ,Special Educational Needs,Education
 1059. Deputy John Brady asked the Minister for Education and Youth if discretion can be applied in cases where families have missed the 1 October 2025 deadline to apply for special education classes due to a child’s assessment report issuing only after that date; whether such circumstances can be taken into consideration to ensure a letter of eligibility is issued to allow them to access the most appropriate school setting; and if she will make a statement on the matter. [74321/25] ,Special Educational Needs,Education
 1060. Deputy John Brady asked the Minister for Education and Youth the number of applications received for special education classes from 1 October to date; and if she will make a statement on the matter. [74322/25] ,Special Educational Needs,Education
 1061. Deputy John Brady asked the Minister for Education and Youth where in Circular 0039/2025 it states that the NCSE cannot provide a letter of eligibility after the 1 October deadline has passed; and if she will make a statement on the matter. [74323/25] ,Special Educational Needs,Education
 1062. Deputy Alan Kelly asked the Minister for Education and Youth the calculation of the total pension contribution using the 18.4% calculation methodology for a school secretary should they be admitted to the single public service pension scheme; and if she will make a statement on the matter. [74329/25] ,Pension Provisions,Education
